Timestamp,Inlet_Temp,Heating_Section_Temp,Holding_Tube_Temp,Outlet_Temp,Flow_Rate_LPH,Differential_Pressure,Milk_Conductivity,pH_Level,Pump_Speed_RPM,Valve_Position_Pct,Pasteurization_Time_Sec
2026-01-15 09:38:45.430432,4.2483570765056164,73.79744651750768,72.32730127900702,3.8859186417669127,4998.348736814022,0.46607526347563893,4.61748140575857,6.638787952222591,1467.5861458541794,85.64367038004553,16.005285787840503
2026-01-15 09:39:45.430432,3.930867849414408,73.95664439878534,72.49375930221218,4.36906916626221,4974.81748698122,0.48472502684731733,4.312101905524617,6.6394582640672715,1450.7861839748693,83.4372846087661,16.080991957866775
2026-01-15 09:40:45.430432,4.323844269050346,73.76227402370002,72.50360337440888,4.057939816425755,4991.381252127317,0.4701309469477429,4.4672204944122536,6.761771371737848,1431.7534897186729,86.38271276216105,16.027627616284402
2026-01-15 09:41:45.430432,4.761514928204012,73.90761154110828,72.59452606916868,4.452004181258863,5035.736586375885,0.505520902347306,4.495833997661866,6.690465545196566,1440.7500169360005,83.81927661638935,15.886454469528625
2026-01-15 09:42:45.430432,3.882923312638332,73.43191559991386,72.22662832734383,4.785849689288812,5063.892832751526,0.5598589265730957,4.5015908658399635,6.774032545875608,1456.857069315633,86.49911007489025,15.79812263849412
2026-01-15 09:43:45.430432,3.8829315215254097,74.06398811221189,72.61851345476947,5.837154486331384,5028.524366543179,0.4614478921429398,4.518049605607808,6.625151843353975,1486.3692875676318,84.45177704923856,15.909239802490088
2026-01-15 09:44:45.430432,4.789606407753696,74.00036164260867,71.95912167367945,4.678840961294298,5005.086160423589,0.5500410248884207,4.56104398198095,6.645751670155593,1440.3196075360745,81.55790574874068,15.983740825997982
2026-01-15 09:45:45.430432,4.383717364576454,73.75487341067954,72.37402308952724,3.4143742932304075,5074.900588515221,0.46091639638265564,4.496459256095465,6.583393711736168,1466.095748870548,83.03516751903813,15.763855587840359
2026-01-15 09:46:45.430432,3.765262807032524,74.19777370052972,72.40234523150968,6.14006784649516,4984.358176347424,0.4576186393751558,4.463194171785632,6.609521659895521,1443.4388709864647,84.13917058262543,16.05021091373987
2026-01-15 09:47:45.430432,4.2712800217929825,74.28127104128797,72.62666536521425,4.16290986638496,5051.545966918346,0.5409297309171607,4.45924106553403,6.745095657433126,1452.2093751177226,87.73637804749715,15.83673602574448
2026-01-15 09:48:45.430432,3.768291153593769,73.51773204068931,72.50452617053537,4.941279572895371,4985.596860082436,0.5460968189003809,4.438848419796164,6.623898285507913,1480.307934985272,86.80228726105845,16.046223199578396
2026-01-15 09:49:45.430432,3.7671351232148718,73.77118256643014,72.21888738922874,5.446536506940712,5021.5511479005445,0.5425704968381327,4.578754332432687,6.7459640650072235,1465.2858516284086,88.24772282464428,15.931332300268837
2026-01-15 09:50:45.430432,4.120981135783017,73.76925729506381,72.3030013748366,5.1996104184027825,4994.321871760478,0.43421012958909294,4.435347152052349,6.587831886966006,1425.1740145451809,88.30727043205971,16.018190668155782
2026-01-15 09:51:45.430432,3.043359877671101,73.71802906966734,72.53973600190947,6.094179547521476,4997.207390867359,0.4767024510963975,4.584677110900825,6.597326548296336,1438.5504995237682,83.93049839081817,16.008941343159766
2026-01-15 09:52:45.430432,3.137541083743484,74.24884245257952,72.48418653162709,5.479003143392759,4981.130674126889,0.5411494296001661,4.501899908225987,6.6329384389488295,1475.1244268888272,84.62302628048234,16.060610578947056
2026-01-15 09:53:45.430432,3.718856235379514,73.94185215836816,72.38417517807285,4.138690420302892,5067.242701559035,0.5020770920281947,4.447874519314387,6.646812503916041,1452.8375608525698,84.17744015133893,15.787678765689762
2026-01-15 09:54:45.430432,3.493584439832788,73.92064554760681,72.4038332420976,7.178562173991661,4963.353698094574,0.44631535769012676,4.561840721574414,6.696154364622507,1427.0231976076827,83.65697878939784,16.11813400095019
